VCHTYPE,DATE,PARTYLEDGERNAME,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Apr-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/138,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,TP Beach Resort (New) - STAAH,Rb/ST/23-24/139,Monthly Fees C M,2500,STAAH
Sales,Apr-2023,Tangerine Boutique Resort - STAAH,Rb/ST/23-24/140,Monthly Fees C M,4250,STAAH
Sales,Apr-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/141,Monthly Fees C M,5250,STAAH
Sales,Apr-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/141,Monthly Fees  B E,2750,STAAH
Sales,Apr-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/141,Monthly Fees RM,2000,STAAH
Sales,Apr-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/142,Monthly Fees C M,5000,STAAH
Sales,Apr-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/142,Monthly Fees  B E,2500,STAAH
Sales,Apr-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/142,Monthly Fees RM,2000,STAAH
Sales,Apr-2023,The Baga Beach Resort - STAAH,Rb/ST/23-24/143,Booking Engine & C.M.S. (STAAH),7000,STAAH
Sales,Apr-2023,The Crown - STAAH,Rb/ST/23-24/144,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,The Crown - STAAH,Rb/ST/23-24/144,Monthly Fees  B E,2000,STAAH
Sales,Apr-2023,The Crown - STAAH,Rb/ST/23-24/144,Monthly Google Listing,2500,STAAH
Sales,Apr-2023,The Flora Grand - STAAH New,Rb/ST/23-24/145,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,The Flora Residency - STAAH New,Rb/ST/23-24/146,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,The HQ - STAAH,Rb/ST/23-24/147,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,The HQ - STAAH,Rb/ST/23-24/147,Monthly Fees  B E,2000,STAAH
Sales,Apr-2023,The HQ - STAAH,Rb/ST/23-24/147,Monthly Fees RM,2000,STAAH
Sales,Apr-2023,The Ocean Park (New) - STAAH,Rb/ST/23-24/148,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,The White Balcao - STAAH,Rb/ST/23-24/149,Monthly Fees C M,2500,STAAH
Sales,Apr-2023,Ultimate Stay - STAAH,Rb/ST/23-24/150,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/151,Set Up B E,2000,STAAH
Sales,Apr-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/151,Monthly Fees  B E,1000,STAAH
Sales,Apr-2023,Vacayom Homestay Hospitality - STAAH,Rb/ST/23-24/152,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/153,Monthly Fees C M,5500,STAAH
Sales,Apr-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/153,Monthly Fees  B E,1500,STAAH
Sales,Apr-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/154,Monthly CM (1),4500,STAAH
Sales,Apr-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/154,Monthly BE (1),2500,STAAH
Sales,Apr-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/154,Monthly Google Listing  (1),2500,STAAH
Sales,Apr-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/154,Monthly Fees RM (1),2500,STAAH
Sales,Apr-2023,Veera Strand Park Serviced Apartments - STAAH,Rb/ST/23-24/155,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,Villa De Orange - STAAH,Rb/ST/23-24/156,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Viva Hotel -  STAAH,Rb/ST/23-24/157,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Viva Hotel -  STAAH,Rb/ST/23-24/157,Monthly Fees  B E,1500,STAAH
Sales,Apr-2023,Vivenda Rebelo - STAAH New,Rb/ST/23-24/158,Monthly Fees C M,3000,STAAH
Sales,Apr-2023,Walom Grand Resort - STAAH,Rb/ST/23-24/159,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Walom Grand Resort - STAAH,Rb/ST/23-24/159,Monthly Fees  B E,1500,STAAH
Sales,Apr-2023,Whispering Palms - STAAH,Rb/ST/23-24/160,Booking Engine & C.M.S. (STAAH),8000,STAAH
Sales,Apr-2023,Whispering Palms - STAAH,Rb/ST/23-24/160,Monthly Google Listing,2500,STAAH
Sales,Apr-2023,White Square Nirvana - STAAH,Rb/ST/23-24/161,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Apr-2023,White Woods Resort & Spa - STAAH,Rb/ST/23-24/162,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,White Woods Resort & Spa - STAAH,Rb/ST/23-24/162,Setup PMS,5000,STAAH
Sales,Apr-2023,Wood House Beach Resort - STAAH,Rb/ST/23-24/163,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,YU Hotel - STAAH,Rb/ST/23-24/164,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,YU Hotel - STAAH,Rb/ST/23-24/164,Monthly Fees  B E,2000,STAAH
Sales,Apr-2023,YU Hotel - STAAH,Rb/ST/23-24/164,Monthly Google Listing,2000,STAAH
Sales,Apr-2023,Bellflower Alidia Beach Resort - STAAH,Rb/ST/23-24/165,Monthly Fees C M,12750,STAAH
Sales,Apr-2023,Coquerial Holiday Homes - STAAH,Rb/ST/23-24/166,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Apr-2023,Aurum Resort - STAAH,Rb/ST/23-24/167,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Montego Bay Beach Village - STAAH,Rb/ST/23-24/168,Booking Engine & C.M.S. (STAAH),3000,STAAH
Sales,Apr-2023,Tanzanite Cottages - STAAH,Rb/ST/23-24/169,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Vaayu Kula - STAAH,Rb/ST/23-24/170,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,Vaayu Kula - STAAH,Rb/ST/23-24/170,Monthly Fees  B E,2250,STAAH
Sales,Apr-2023,Henry's Place - STAAH,Rb/ST/23-24/171,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Hotel Bom Sucesso - STAAH,Rb/ST/23-24/172,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Twin Fountain by Baywatch Express -STAAH,Rb/ST/23-24/173,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Alaya Villas - STAAH,Rb/ST/23-24/174,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,Aurum Mussorie - STAAH,Rb/ST/23-24/175,Monthly CM (1),3500,STAAH
Sales,Apr-2023,Palmarinha De Goa - STAAH,Rb/ST/23-24/176,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Palmarinha De Goa - STAAH,Rb/ST/23-24/176,Monthly Fees  B E,1500,STAAH
Sales,Apr-2023,Coconut Grove - STAAH (New),Rb/ST/23-24/177,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,Rohit Holiday Homes - STAAH,Rb/ST/23-24/178,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Coastal Pearl - STAAH,Rb/ST/23-24/179,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Wigwam Mandrem - STAAH,Rb/ST/23-24/180,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Wigwam Mandrem - STAAH,Rb/ST/23-24/180,Monthly Fees  B E,2000,STAAH
Sales,Apr-2023,Aquamarine Holidays - STAAH,Rb/ST/23-24/181,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Skylight Royal Stay - STAAH,Rb/ST/23-24/182,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Melhor Stay - STAAH,Rb/ST/23-24/183,Monthly Fees C M,24900,STAAH
Sales,Apr-2023,Melhor Stay - STAAH,Rb/ST/23-24/183,Monthly Fees  B E,4500,STAAH
Sales,Apr-2023,Goan Cafe Beach Resort - STAAH,Rb/ST/23-24/184,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Villa The Abode Goa -  STAAH,Rb/ST/23-24/185,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,Villa The Abode Goa -  STAAH,Rb/ST/23-24/185,Monthly Fees  B E,1500,STAAH
Sales,Apr-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/186,Monthly CM (1),6500,STAAH
Sales,Apr-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/186,Monthly BE (1),2500,STAAH
Sales,Apr-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/187,Monthly Fees C M,1500,STAAH
Sales,Apr-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/187,Monthly Fees C M,1500,STAAH
Sales,Apr-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/187,Monthly Fees C M,750,STAAH
Sales,Apr-2023,De Amour Holiday - STAAH,Rb/ST/23-24/188,Monthly Fees C M,6000,STAAH
Sales,Apr-2023,Bella Villa - STAAH,Rb/ST/23-24/189,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,The Cresent - STAAH,Rb/ST/23-24/190,Monthly Fees C M,5500,STAAH
Sales,Apr-2023,Vedana Retreat - STAAH,Rb/ST/23-24/191,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Casa Amarela (New) - STAAH,Rb/ST/23-24/192,Monthly Fees C M,3250,STAAH
Sales,Apr-2023,Sea View Holidays - STAAH,Rb/ST/23-24/193,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Mademoiselle - STAAH New (Thunder LLP),Rb/ST/23-24/194,Monthly Fees C M,3500,STAAH
Sales,Apr-2023,Artistry Suites - STAAH,Rb/ST/23-24/195,Monthly CM (1),5000,STAAH
Sales,Apr-2023,Crystal Village - STAAH,Rb/ST/23-24/196,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Turtle Beach Resort - STAAH,Rb/ST/23-24/197,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,The Sylvan Retreat - STAAH,Rb/ST/23-24/198,Monthly CM (1),3500,STAAH
Sales,Apr-2023,The Sylvan Retreat - STAAH,Rb/ST/23-24/198,Monthly BE (1),2000,STAAH
Sales,Apr-2023,Casa De Paz - STAAH,Rb/ST/23-24/199,Monthly Fees C M,3250,STAAH
Sales,Apr-2023,Tranquill Riverside Luxury Cottages - STAAH,Rb/ST/23-24/200,Monthly Fees C M,4000,STAAH
Sales,Apr-2023,Sukcheewa Residence Phuket - STAAH,Rb/ST/23-24/201,Monthly Fees C M,4500,STAAH
Sales,Apr-2023,Maan Vilas by Stonewoods - STAAH,Rb/ST/23-24/202,Monthly CM (1),4000,STAAH
Sales,Apr-2023,Jeromes Holiday Inn - STAAH,Rb/ST/23-24/203,Monthly Fees  B E,2000,STAAH
Sales,Apr-2023,Eleven Hotels - STAAH,Rb/ST/23-24/204,Monthly Fees C M,1833,STAAH
Sales,Apr-2023,Mangal Farmstay - STAAH,Rb/ST/23-24/205,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Apr-2023,Mangal Farmstay - STAAH,Rb/ST/23-24/206,Monthly Fees C M,2213.3,STAAH
Sales,Apr-2023,Mangal Farmstay - STAAH,Rb/ST/23-24/206,Monthly Fees  B E,5245.2,STAAH
Sales,Apr-2023,AK Realm LLP,Rub/23-24/web002,Rounded Off,0.14,null
Sales,Apr-2023,AK Realm LLP,Rub/23-24/web002,Website Development,57627,Website Development
Sales,Apr-2023,Resort Rio I,Rub/23-24/DG/003,Social Media Marketing,100000,Digital Media
Sales,Apr-2023,Gadre Marine Export Private Limited,Rub/23-24/SM/005,Social Media Marketing,40000,Digital Media
Sales,Apr-2023,Verner Dacosta Frias,Rub/23-24/DG/006,Social Media Optimisations,20000,Digital Media
Sales,Apr-2023,Santana Beach Resort,Rub/23-24/DG/007,Social Media Optimisation,20000,Digital Media
Sales,Apr-2023,Cesar Vaz,Rub/22-23/DH/008,Renewal of Domain Names,8100,Domain And Hosting
Sales,Apr-2023,Lario's Beach Holidays,Rub/23-24/DH/009,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Lario's Beach Holidays,Rub/23-24/DH/009,Renewal of Hosting,8000,Domain And Hosting
Sales,Apr-2023,Pinto Rosario Holdings Private Limited,Rub/23-24/DH/010,Renewal of Domain Names,4050,Domain And Hosting
Sales,Apr-2023,Infiniti Module Pvt Ltd. ( Seo),Rub/23-24/Up/011,Updates & Maintenance,1300,Maintenance Of Website
Sales,Apr-2023,Casa Ibrahim,Rub/23-24/DH/012,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Casa Ibrahim,Rub/23-24/DH/012,Renewal of Hosting,9000,Domain And Hosting
Sales,Apr-2023,Casa Ibrahim,Rub/23-24/DH/012,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DG/013,Google Ads Commission,6000,Digital Media
Sales,Apr-2023,Classic Squares Realty Pvt Ltd,Rub/23-24/DG/014,Search Engine Optimisation,12000,Digital Media
Sales,Apr-2023,Casa Ibrahim,Rub/23-24/DG/015,Search Engine Optimisation,15000,Digital Media
Sales,Apr-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/016,Search Engine Optimisation,15000,Digital Media
Sales,Apr-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/016,Google Ads Commission,8000,Digital Media
Sales,Apr-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/016,Face Book Ads Comission,4000,Digital Media
Sales,Apr-2023,YU HOTEL,Rub/23-24/DG/017,Search Engine Optimisation,10000,Digital Media
Sales,Apr-2023,Chances Casino Resort ( DG ),Rub/23-24/DG/018,Social Media Optimisation,25000,Digital Media
Sales,Apr-2023,Chances Casino Resort ( DG ),Rub/23-24/DG/018,Search Engine Optimisation,15000,Digital Media
Sales,Apr-2023,Vision Multispeciality Hospital,Rub/23-24/DG/019,Search Engine Optimisation,15000,Digital Media
Sales,Apr-2023,Vision Multispeciality Hospital,Rub/23-24/DG/019,Social Media Optimisation,15000,Digital Media
Sales,Apr-2023,Sea Shell Hospitality,Rub/23-24/DG/020,Google Adwords Commission,18000,Digital Media
Sales,Apr-2023,Sea Shell Hospitality,Rub/23-24/DG/021,Search Engine Optimisation,15000,Digital Media
Sales,Apr-2023,Classic Squares Pvt. Ltd. (Hospitality Division ),Rub/23-24/DG/022,Google Ads Commission,10000,Digital Media
Sales,Apr-2023,Velha Goa,Rub/23-24/DG/023,Social Media Optimisation,21000,Digital Media
Sales,Apr-2023,The Southern Deck,Rub/23-24/DG/024,Social Media Optimisation,45000,Digital Media
Sales,Apr-2023,Chowgule Warehousing & Logistics Services Pvt Ltd 1,Rub/23-24/DG/025,Search Engine Optimisation,12000,Digital Media
Sales,Apr-2023,Lester Melo Events Pvt. Ltd,Rub/23-24/DH/026,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/027,Google Ads Commission,8000,Digital Media
Sales,Apr-2023,Linc Property Developers Pvt Ltd (DG),Rub/23-24/DG/027,Facebook/ Instagram Ads Commission,6000,Digital Media
Sales,Apr-2023,Fahrenheit Hotels and Resorts - DG,Rub/23-24/DH/028,Google Adwords  Management,20000,Digital Media
Sales,Apr-2023,Chowgule and Company Pvt Ltd I,Rub/23-24/DH/029,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Chowgule and Company Pvt Ltd I,Rub/23-24/DH/029,Renewal of Hosting,6000,Domain And Hosting
Sales,Apr-2023,Chowgule and Company Pvt Ltd I,Rub/23-24/DH/029,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,Terra Petromar Pvt. Ltd.,Rub/23-24/DH/030,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Terra Petromar Pvt. Ltd.,Rub/23-24/DH/030,Renewal of Hosting,6000,Domain And Hosting
Sales,Apr-2023,Terra Petromar Pvt. Ltd.,Rub/23-24/DH/030,Renewal of Email Hosting,9760,Domain And Hosting
Sales,Apr-2023,Edgar Afonso,Rub/23-24/DH/031,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Edgar Afonso,Rub/23-24/DH/031,Renewal of Hosting,1750,Domain And Hosting
Sales,Apr-2023,Edgar Afonso,Rub/23-24/DH/031,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,Santana Beach Resort,Rub/23-24/DH/032,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Santana Beach Resort,Rub/23-24/DH/032,Renewal of Hosting,4500,Domain And Hosting
Sales,Apr-2023,Santana Beach Resort,Rub/23-24/DH/032,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,Hindustan Foods Limited (New),Rub/23-24/Anu033,Annual Maintenances,6000,Maintenance Of Website
Sales,Apr-2023,Bogmallo Beach Resorts,Rub/22-23/Seo034,Search Engine Optimisation,18000,Digital Media
Sales,Apr-2023,Bogmallo Beach Resorts,Rub/22-23/Seo035,Search Engine Optimisation,18000,Digital Media
Sales,Apr-2023,Alcon Resort Holdings Private Limited II,Rub/23-24/DH/036,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Alcon Resort Holdings Private Limited II,Rub/23-24/DH/036,Registration of,22000,Domain And Hosting
Sales,Apr-2023,Goa Eldourado,Rub/23-24/DH/037,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Casa Boutique- Amc,Rub/23-24/AMC038,Annual Maintenance,10000,Maintenance Of Website
Sales,Apr-2023,The Crescent Goa - AMC,Rub/23-24/AMC039,Annual Maintenance,15000,Maintenance Of Website
Sales,Apr-2023,O Pierre - AMc,Rub/23-24/AMC041,Annual Maintenance,15000,Maintenance Of Website
Sales,Apr-2023,Varanda Do Mar - AMC,Rub/23-24/DH/042,Annual Maintenance,15000,Maintenance Of Website
Sales,Apr-2023,Aastha Escape - AMC,Rub/23-24/AMC043,Annual Maintenance,12000,Maintenance Of Website
Sales,Apr-2023,Wild Flower Villas - AMC,Rub/23-24/AMC044,Annual Maintenance,15000,Maintenance Of Website
Sales,Apr-2023,Nanu Estates Pvt. Ltd.,Rub/23-24/DH/046,Renewal of Domain Names,6750,Domain And Hosting
Sales,Apr-2023,RT Hospitality  Services LLP,Rub/23-27/DH/047,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,RT Hospitality  Services LLP,Rub/23-27/DH/047,Renewal of Hosting,4000,Domain And Hosting
Sales,Apr-2023,RT Hospitality  Services LLP,Rub/23-27/DH/047,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,RT Hospitality  Services LLP,Rub/23-27/DH/047,Support Charges (Optional),3000,Domain And Hosting
Sales,Apr-2023,Nazri Resort  - DH,Rub/23-24/DH/048,Renewal of Domain Names,4050,Domain And Hosting
Sales,Apr-2023,Nazri Resort  - DH,Rub/23-24/DH/048,Renewal of Domain Names,3200,Domain And Hosting
Sales,Apr-2023,Nazri Resort  - DH,Rub/23-24/DH/048,Renewal of Hosting,7500,Domain And Hosting
Sales,Apr-2023,Nazri Resort  - DH,Rub/23-24/DH/048,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,Ashray Developers (Domain),Rub/23-24/DH/050,Renewal of Email Ids,61200,Domain And Hosting
Sales,Apr-2023,Somy Resort Pvt Ltd,Rub/23-24/DH/049,Registration of,7890,Domain And Hosting
Sales,Apr-2023,Corner Resorts Private Limited,Rub/23-24/DH/051,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Corner Resorts Private Limited,Rub/23-24/DH/051,Renewal of Hosting,6000,Domain And Hosting
Sales,Apr-2023,Corner Resorts Private Limited,Rub/23-24/DH/051,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,Corner Resorts Private Limited,Rub/23-24/DH/051,Renewal of Email Ids,2200,Domain And Hosting
Sales,Apr-2023,Riva Resorts  Pvt Ltd (Website),Rub/23-24/web052,Website Development,135000,Website Development
Sales,Apr-2023,Infinity Freight Services Private Limited 1,Rub/23-24/DH/053,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,Infinity Freight Services Private Limited 1,Rub/23-24/DH/053,Renewal of Hosting,8000,Domain And Hosting
Sales,Apr-2023,Infinity Freight Services Private Limited 1,Rub/23-24/DH/053,Renewal of Cpanel License,500,Domain And Hosting
Sales,Apr-2023,Ricardo Cardozo,Rub/23-24/web054,Website Development,18750,Website Development
Sales,Apr-2023,Aqua World,Rub/23-24/DH/055,Registration of Domain Names,2700,Domain And Hosting
Sales,Apr-2023,Tulip Diagnostics Private Limited,Rub/23-24/DH/056,Registration of,12500,Domain And Hosting
Sales,Apr-2023,Resort The Lohias - STAAH,Rb/ST/23-24/207,Setup Payment Gateway,9000,STAAH
Sales,Apr-2023,Marmogoa Municipal Council,Rub/23-24/AMC057,Annual Maintenance,10000,Maintenance Of Website
Sales,Apr-2023,Salgaonkar Medical Research Centre,Rub/23-24/DH/058,Renewal of Domain Name,1350,Domain And Hosting
Sales,Apr-2023,RPC- Hotel & Catering  Management,Rub/23-24/DH/059,Renewal of Hostings,6750,Domain And Hosting
Sales,Apr-2023,RPC- Hotel & Catering  Management,Rub/23-24/DH/059,Renewal of C Panel Licenses,450,Domain And Hosting
Sales,May-2023,Aastha Escape -  STAAH,Rb/ST/23-24/208,Monthly Fees C M,5000,STAAH
Sales,May-2023,Acron BNB - STAAH (New),Rb/ST/23-24/209,Monthly Fees C M,6000,STAAH
Sales,May-2023,Acron BNB - STAAH (New),Rb/ST/23-24/209,Monthly Fees  B E,2200,STAAH
Sales,May-2023,Acron BNB - STAAH (New),Rb/ST/23-24/209,Monthly Google Listing,2000,STAAH
Sales,May-2023,Acron Candolim Regina - STAAH,Rb/ST/23-24/210,Monthly Fees C M,6000,STAAH
Sales,May-2023,Acron Candolim Regina - STAAH,Rb/ST/23-24/210,Monthly Fees  B E,2200,STAAH
Sales,May-2023,Acron Candolim Regina - STAAH,Rb/ST/23-24/210,Monthly Google Listing,2000,STAAH
Sales,May-2023,Acron Seaway Resort - STAAH,Rb/ST/23-24/211,Monthly Fees C M,5500,STAAH
Sales,May-2023,Acron Seaway Resort - STAAH,Rb/ST/23-24/211,Monthly Fees  B E,2200,STAAH
Sales,May-2023,Acron Seaway Resort - STAAH,Rb/ST/23-24/211,Monthly Google Listing,2000,STAAH
Sales,May-2023,Acron Waterfront Resort - STAAH,Rb/ST/23-24/212,Monthly Fees C M,6000,STAAH
Sales,May-2023,Acron Waterfront Resort - STAAH,Rb/ST/23-24/212,Monthly Fees  B E,2200,STAAH
Sales,May-2023,Acron Waterfront Resort - STAAH,Rb/ST/23-24/212,Monthly Google Listing,2000,STAAH
Sales,May-2023,Aero Village - STAAH,Rb/ST/23-24/213,Monthly CM (1),4500,STAAH
Sales,May-2023,Aero Village - STAAH,Rb/ST/23-24/213,Monthly BE (1),2500,STAAH
Sales,May-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/214,Monthly Fees C M,5000,STAAH
Sales,May-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/214,Monthly Fees  B E,1000,STAAH
Sales,May-2023,Alagoa Beach Resort - STAAH,Rb/ST/23-24/214,Monthly Fees C M,3000,STAAH
Sales,May-2023,Hotel Amani (Ajgaonkar) - STAAH,Rb/ST/23-24/215,Monthly Fees C M,4000,STAAH
Sales,May-2023,Hotel Amani (Ajgaonkar) - STAAH,Rb/ST/23-24/215,Monthly Fees  B E,1000,STAAH
Sales,May-2023,Amour Resort - STAAH,Rb/ST/23-24/216,Monthly Fees C M,4000,STAAH
Sales,May-2023,Amour Resort - STAAH,Rb/ST/23-24/216,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Amour Resort - STAAH,Rb/ST/23-24/216,Monthly Fees Instant Website,2000,STAAH
Sales,May-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/217,Monthly Fees C M,5000,STAAH
Sales,May-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/217,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/218,Monthly Fees C M,4000,STAAH
Sales,May-2023,Antares Beach Resort - STAAH,Rb/ST/23-24/218,Monthly Fees  B E,1000,STAAH
Sales,May-2023,Arotel Rooms & Suites - STAAH,Rb/ST/23-24/219,Monthly Fees C M,3000,STAAH
Sales,May-2023,Athi Resort - STAAH,Rb/ST/23-24/220,Monthly Fees C M,3500,STAAH
Sales,May-2023,Athi Resort - STAAH,Rb/ST/23-24/220,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Baga High Q - STAAH,Rb/ST/23-24/221,Monthly Fees C M,4500,STAAH
Sales,May-2023,Bambolim Beach Resort - STAAH,Rb/ST/23-24/222,Booking Engine & C.M.S. (STAAH),7750,STAAH
Sales,May-2023,Bay 15 - STAAH (New),Rb/ST/23-24/223,Monthly Fees C M,4000,STAAH
Sales,May-2023,Bay 15 - STAAH (New),Rb/ST/23-24/223,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Baywatch Resort - STAAH,Rb/ST/23-24/224,Monthly Fees C M,4250,STAAH
Sales,May-2023,Baywatch Resort - STAAH,Rb/ST/23-24/224,Monthly Fees  B E,2250,STAAH
Sales,May-2023,Bedrock Boutique Hostel - STAAH,Rb/ST/23-24/225,Monthly Fees C M,2500,STAAH
Sales,May-2023,Beira Mar Beach Resort - STAAH,Rb/ST/23-24/226,Monthly Fees C M,4000,STAAH
Sales,May-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/227,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,May-2023,Beleza...by the Beach - STAAH,Rb/ST/23-24/227,Monthly Google Listing,2500,STAAH
Sales,May-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/228,Monthly Fees C M,4500,STAAH
Sales,May-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/228,Monthly Fees RM,2000,STAAH
Sales,May-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/229,Monthly Fees C M,4000,STAAH
Sales,May-2023,Cabo Serai - STAAH,Rb/ST/23-24/230,Monthly Fees C M,3500,STAAH
Sales,May-2023,Cabo Serai - STAAH,Rb/ST/23-24/230,Monthly Fees  B E,2000,STAAH
Sales,May-2023,Calangute Beach Resort - STAAH,Rb/ST/23-24/231,Monthly Fees C M,3500,STAAH
Sales,May-2023,Calangute Grande (Baba Hotels) - STAAH,Rb/ST/23-24/232,Monthly Fees C M,4500,STAAH
Sales,May-2023,Goa Electronics - STAAH,Rb/ST/23-24/233,Monthly Fees  B E,13500,STAAH
Sales,May-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/234,Monthly Fees C M,67500,STAAH
Sales,May-2023,Casa De Goa - STAAH,Rb/ST/23-24/235,Monthly Fees C M,6000,STAAH
Sales,May-2023,Casa De Goa - STAAH,Rb/ST/23-24/235,Monthly Fees  B E,1500,STAAH
Sales,May-2023,Casa Menezes - STAAH,Rb/ST/23-24/236,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,May-2023,Casa Severina - STAAH,Rb/ST/23-24/237,Monthly Fees C M,3500,STAAH
Sales,May-2023,Casablanc Beach Resorts LLP -STAAH,Rb/ST/23-24/238,Monthly Fees C M,2500,STAAH
